[2025-09-12 21:31:32] BLOCKED (Port): 104.46.162.226:443 -> 192.168.43.197:63620
[2025-09-18 13:54:18] BLOCKED (Not YouTube): 192.168.43.197:57442 -> 13.35.202.92:443
[2025-09-18 13:54:18] BLOCKED (Not YouTube): 192.168.43.197:65492 -> 160.79.104.10:443
[2025-09-18 13:54:18] BLOCKED (Not YouTube): 192.168.43.197:57898 -> 142.250.205.4:443
[2025-09-18 13:54:18] BLOCKED (Not YouTube): 192.168.43.197:59397 -> 54.187.159.182:443
[2025-09-18 13:54:19] BLOCKED (Not YouTube): 192.168.43.197:57747 -> 18.209.233.170:443
[2025-09-18 13:54:19] BLOCKED (Not YouTube): 192.168.43.197:56885 -> 142.250.205.5:443
[2025-09-18 13:54:19] BLOCKED (Response Not YouTube): 18.97.36.55:443 -> 192.168.43.197:64262
[2025-09-18 13:54:19] BLOCKED (Not YouTube): 192.168.43.197:49165 -> 34.120.195.249:443
[2025-09-18 13:54:20] BLOCKED (Response Not YouTube): 13.35.202.88:443 -> 192.168.43.197:50781
[2025-09-18 13:54:20] BLOCKED (Response Not YouTube): 13.35.202.88:443 -> 192.168.43.197:50781
[2025-09-18 13:54:20] BLOCKED (Not YouTube): 192.168.43.197:63944 -> 142.250.205.4:443
[2025-09-18 13:54:20] BLOCKED (Not YouTube): 192.168.43.197:54156 -> 142.250.205.4:443
[2025-09-18 13:54:20] BLOCKED (Not YouTube): 192.168.43.197:63685 -> 142.250.205.4:443
[2025-09-18 13:54:20] BLOCKED (Response Not YouTube): 13.35.202.88:443 -> 192.168.43.197:50781
[2025-09-18 13:54:20] BLOCKED (Not YouTube): 192.168.43.197:58069 -> 142.250.205.4:443
[2025-09-18 13:54:20] BLOCKED (Not YouTube): 192.168.43.197:62525 -> 142.250.205.4:443
[2025-09-18 13:54:20] BLOCKED (Not YouTube): 192.168.43.197:61557 -> 142.250.205.4:443
[2025-09-18 13:54:21] BLOCKED (Not YouTube): 192.168.43.197:51275 -> 104.18.32.47:443
[2025-09-18 13:54:21] BLOCKED (Not YouTube): 192.168.43.197:62526 -> 20.249.177.218:443
[2025-09-18 13:54:21] BLOCKED (Not YouTube): 192.168.43.197:64350 -> 160.79.104.10:443
[2025-09-18 13:54:21] BLOCKED (Not YouTube): 192.168.43.197:56190 -> 54.187.159.182:443
[2025-09-18 13:54:21] BLOCKED (Not YouTube): 192.168.43.197:57053 -> 160.79.104.10:443
[2025-09-18 13:54:21] BLOCKED (Not YouTube): 192.168.43.197:56070 -> 160.79.104.10:443
[2025-09-18 13:54:21] BLOCKED (Not YouTube): 192.168.43.197:58059 -> 13.35.202.88:443
[2025-09-18 13:54:21] BLOCKED (Not YouTube): 192.168.43.197:55763 -> 13.35.202.31:443
[2025-09-18 13:54:22] BLOCKED (Not YouTube): 192.168.43.197:52341 -> 142.250.205.4:443
[2025-09-18 13:54:22] BLOCKED (Not YouTube): 192.168.43.197:53022 -> 3.210.27.27:443
[2025-09-18 13:54:22] BLOCKED (Not YouTube): 192.168.43.197:59397 -> 54.187.159.182:443
[2025-09-18 13:54:22] BLOCKED (Not YouTube): 192.168.43.197:58828 -> 142.250.205.4:443
[2025-09-18 13:54:22] BLOCKED (Not YouTube): 192.168.43.197:55763 -> 13.35.202.31:443
[2025-09-18 13:54:22] BLOCKED (Not YouTube): 192.168.43.197:56885 -> 142.250.205.5:443
[2025-09-18 13:54:23] BLOCKED (Not YouTube): 192.168.43.197:65492 -> 160.79.104.10:443
[2025-09-18 13:54:23] BLOCKED (Not YouTube): 192.168.43.197:52341 -> 142.250.205.4:443
[2025-09-18 13:54:23] BLOCKED (Not YouTube): 192.168.43.197:54764 -> 142.250.205.5:443
[2025-09-18 13:54:23] BLOCKED (Not YouTube): 192.168.43.197:58828 -> 142.250.205.4:443
[2025-09-18 13:54:23] BLOCKED (Not YouTube): 192.168.43.197:50562 -> 199.232.47.42:443
[2025-09-18 13:54:23] BLOCKED (Not YouTube): 192.168.43.197:60125 -> 54.187.159.182:443
[2025-09-18 13:54:23] BLOCKED (Response Not YouTube): 104.18.39.21:443 -> 192.168.43.197:53375
[2025-09-18 13:54:24] BLOCKED (Not YouTube): 192.168.43.197:60430 -> 54.187.159.182:443
[2025-09-18 13:54:24] BLOCKED (Not YouTube): 192.168.43.197:51378 -> 142.250.66.3:443
[2025-09-18 13:54:24] BLOCKED (Response Not YouTube): 172.64.148.235:443 -> 192.168.43.197:64491
[2025-09-18 13:54:24] BLOCKED (Not YouTube): 192.168.43.197:54764 -> 142.250.205.5:443
[2025-09-18 13:54:24] BLOCKED (Not YouTube): 192.168.43.197:60125 -> 54.187.159.182:443
[2025-09-18 13:54:24] BLOCKED (Not YouTube): 192.168.43.197:59397 -> 54.187.159.182:443
[2025-09-18 13:54:24] BLOCKED (Not YouTube): 192.168.43.197:51785 -> 199.232.46.133:443
[2025-09-18 13:54:24] BLOCKED (Not YouTube): 192.168.43.197:55763 -> 13.35.202.31:443
[2025-09-18 13:54:25] BLOCKED (Not YouTube): 192.168.43.197:49165 -> 34.120.195.249:443
[2025-09-18 13:54:25] BLOCKED (Response Not YouTube): 3.111.241.224:443 -> 192.168.43.197:58659
[2025-09-18 13:54:25] BLOCKED (Not YouTube): 192.168.43.197:52341 -> 142.250.205.4:443
[2025-09-18 13:54:25] BLOCKED (Not YouTube): 192.168.43.197:63521 -> 199.232.47.42:443
[2025-09-18 13:54:25] BLOCKED (Not YouTube): 192.168.43.197:58828 -> 142.250.205.4:443
[2025-09-18 13:54:25] BLOCKED (Not YouTube): 192.168.43.197:53375 -> 104.18.39.21:443
[2025-09-18 13:54:25] BLOCKED (Not YouTube): 192.168.43.197:64491 -> 172.64.148.235:443
[2025-09-18 13:54:25] BLOCKED (Not YouTube): 192.168.43.197:49669 -> 199.232.46.133:443
[2025-09-18 13:54:26] BLOCKED (Not YouTube): 192.168.43.197:54764 -> 142.250.205.5:443
[2025-09-18 13:54:26] BLOCKED (Not YouTube): 192.168.43.197:64373 -> 13.35.202.92:443
[2025-09-18 13:54:26] BLOCKED (Not YouTube): 192.168.43.197:49670 -> 142.250.205.4:443
[2025-09-18 13:54:26] BLOCKED (Response Not YouTube): 13.35.202.88:443 -> 192.168.43.197:50781
[2025-09-18 13:54:26] BLOCKED (Not YouTube): 192.168.43.197:57442 -> 13.35.202.92:443
[2025-09-18 13:54:26] BLOCKED (Not YouTube): 192.168.43.197:57898 -> 142.250.205.4:443
[2025-09-18 13:54:27] BLOCKED (Not YouTube): 192.168.43.197:55046 -> 23.62.212.88:443
[2025-09-18 13:54:27] BLOCKED (Response Not YouTube): 172.64.148.235:443 -> 192.168.43.197:63169
[2025-09-18 13:54:27] BLOCKED (Not YouTube): 192.168.43.197:58659 -> 3.111.241.224:443
[2025-09-18 13:54:28] BLOCKED (Not YouTube): 192.168.43.197:64350 -> 160.79.104.10:443
[2025-09-18 13:54:28] BLOCKED (Not YouTube): 192.168.43.197:63169 -> 172.64.148.235:443
[2025-09-18 13:54:28] BLOCKED (Not YouTube): 192.168.43.197:55046 -> 23.62.212.88:443
[2025-09-18 13:54:28] BLOCKED (Not YouTube): 192.168.43.197:62829 -> 142.250.66.3:443
[2025-09-18 13:54:28] BLOCKED (Not YouTube): 192.168.43.197:57053 -> 160.79.104.10:443
[2025-09-18 13:54:28] BLOCKED (Not YouTube): 192.168.43.197:55763 -> 13.35.202.31:443
[2025-09-18 13:54:28] BLOCKED (Not YouTube): 192.168.43.197:56070 -> 160.79.104.10:443
[2025-09-18 13:54:29] BLOCKED (Not YouTube): 192.168.43.197:62829 -> 142.250.66.3:443
[2025-09-18 13:54:29] BLOCKED (Not YouTube): 192.168.43.197:57747 -> 18.209.233.170:443
[2025-09-18 13:54:29] BLOCKED (Not YouTube): 192.168.43.197:52341 -> 142.250.205.4:443
[2025-09-18 13:54:29] BLOCKED (Not YouTube): 192.168.43.197:56190 -> 54.187.159.182:443
[2025-09-18 13:54:29] BLOCKED (Not YouTube): 192.168.43.197:59397 -> 54.187.159.182:443
[2025-09-18 13:54:29] BLOCKED (Not YouTube): 192.168.43.197:58828 -> 142.250.205.4:443
[2025-09-18 13:54:29] BLOCKED (Not YouTube): 192.168.43.197:51397 -> 172.64.148.235:443
[2025-09-18 13:54:29] BLOCKED (Not YouTube): 192.168.43.197:65223 -> 104.18.32.47:443
[2025-09-18 13:54:29] BLOCKED (Not YouTube): 192.168.43.197:62771 -> 4.145.79.80:443
[2025-09-18 13:54:30] BLOCKED (Not YouTube): 192.168.43.197:55046 -> 23.62.212.88:443
[2025-09-18 13:54:30] BLOCKED (Not YouTube): 192.168.43.197:54764 -> 142.250.205.5:443
[2025-09-18 13:54:30] BLOCKED (Not YouTube): 192.168.43.197:53022 -> 3.210.27.27:443
[2025-09-18 13:54:30] BLOCKED (Not YouTube): 192.168.43.197:50637 -> 34.36.57.103:443
[2025-09-18 13:54:30] BLOCKED (Response Not YouTube): 18.97.36.55:443 -> 192.168.43.197:64262
[2025-09-18 13:54:31] BLOCKED (Not YouTube): 192.168.43.197:62829 -> 142.250.66.3:443
[2025-09-18 13:54:31] BLOCKED (Not YouTube): 192.168.43.197:63408 -> 34.36.57.103:443
[2025-09-18 13:54:31] BLOCKED (Not YouTube): 192.168.43.197:55925 -> 150.171.27.11:443
[2025-09-18 13:54:31] BLOCKED (Not YouTube): 192.168.43.197:59420 -> 34.36.57.103:443
[2025-09-18 13:54:32] BLOCKED (Not YouTube): 192.168.43.197:65492 -> 160.79.104.10:443
[2025-09-18 13:54:32] BLOCKED (Not YouTube): 192.168.43.197:57105 -> 150.171.27.11:443
[2025-09-18 13:54:32] BLOCKED (Not YouTube): 192.168.43.197:57748 -> 142.251.43.35:443
[2025-09-18 13:54:32] BLOCKED (Not YouTube): 192.168.43.197:57618 -> 142.251.221.99:443
[2025-09-18 13:54:32] BLOCKED (Not YouTube): 192.168.43.197:51136 -> 142.251.43.35:443
[2025-09-18 13:54:32] BLOCKED (Not YouTube): 192.168.43.197:51137 -> 150.171.27.11:443
[2025-09-18 13:54:32] BLOCKED (Response Not YouTube): 172.64.148.235:443 -> 192.168.43.197:51397
[2025-09-18 13:54:32] BLOCKED (Not YouTube): 192.168.43.197:55786 -> 142.251.43.35:443
[2025-09-18 13:54:32] BLOCKED (Not YouTube): 192.168.43.197:59630 -> 13.35.202.88:443
[2025-09-18 13:54:32] BLOCKED (Not YouTube): 192.168.43.197:59631 -> 150.171.27.11:443
[2025-09-18 13:54:32] BLOCKED (Not YouTube): 192.168.43.197:56885 -> 142.250.205.5:443
[2025-09-18 13:54:32] BLOCKED (Not YouTube): 192.168.43.197:59632 -> 20.190.163.18:443
[2025-09-18 13:54:32] BLOCKED (Not YouTube): 192.168.43.197:59986 -> 13.35.202.88:443
[2025-09-18 13:54:32] BLOCKED (Not YouTube): 192.168.43.197:55925 -> 150.171.27.11:443
[2025-09-18 13:54:33] BLOCKED (Not YouTube): 192.168.43.197:57747 -> 18.209.233.170:443
[2025-09-18 13:54:33] BLOCKED (Not YouTube): 192.168.43.197:61913 -> 13.33.88.13:443
[2025-09-18 13:54:33] BLOCKED (Not YouTube): 192.168.43.197:53322 -> 18.155.68.47:443
[2025-09-18 13:54:33] BLOCKED (Not YouTube): 192.168.43.197:57105 -> 150.171.27.11:443
[2025-09-18 13:54:33] BLOCKED (Not YouTube): 192.168.43.197:57748 -> 142.251.43.35:443
[2025-09-18 13:54:33] BLOCKED (Not YouTube): 192.168.43.197:57618 -> 142.251.221.99:443
[2025-09-18 13:54:33] BLOCKED (Not YouTube): 192.168.43.197:51136 -> 142.251.43.35:443
[2025-09-18 13:54:33] BLOCKED (Not YouTube): 192.168.43.197:51137 -> 150.171.27.11:443
[2025-09-18 13:54:33] BLOCKED (Not YouTube): 192.168.43.197:55786 -> 142.251.43.35:443
[2025-09-18 13:54:33] BLOCKED (Not YouTube): 192.168.43.197:59630 -> 13.35.202.88:443
[2025-09-18 13:54:33] BLOCKED (Not YouTube): 192.168.43.197:59631 -> 150.171.27.11:443
[2025-09-18 13:54:33] BLOCKED (Not YouTube): 192.168.43.197:59632 -> 20.190.163.18:443
[2025-09-18 13:54:33] BLOCKED (Not YouTube): 192.168.43.197:59986 -> 13.35.202.88:443
[2025-09-18 13:54:34] BLOCKED (Not YouTube): 192.168.43.197:55046 -> 23.62.212.88:443
[2025-09-18 13:54:34] BLOCKED (Not YouTube): 192.168.43.197:52529 -> 52.168.112.66:443
[2025-09-18 13:54:34] BLOCKED (Not YouTube): 192.168.43.197:53832 -> 199.232.44.176:443
[2025-09-18 13:54:34] BLOCKED (Not YouTube): 192.168.43.197:65513 -> 3.170.229.32:443
[2025-09-18 13:54:34] BLOCKED (Not YouTube): 192.168.43.197:55925 -> 150.171.27.11:443
[2025-09-18 13:54:41] BLOCKED (Response Not YouTube): 13.35.202.32:443 -> 192.168.43.197:57872
[2025-09-18 13:54:41] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:41] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:41] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:41] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:41] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:41] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:41] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:41] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:41] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:41] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:41] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:41] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:41] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:41] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:41] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:41] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:41] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:41] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:55763 -> 13.35.202.31:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:59986 -> 13.35.202.88:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:59986 -> 13.35.202.88:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:55763 -> 13.35.202.31:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:52419 -> 44.197.90.46:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:62829 -> 142.250.66.3:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:62829 -> 142.250.66.3:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:57618 -> 142.251.221.99:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:58659 -> 3.111.241.224:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:58659 -> 3.111.241.224:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:58828 -> 142.250.205.4:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:58828 -> 142.250.205.4:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:52341 -> 142.250.205.4:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:52341 -> 142.250.205.4:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:55786 -> 142.251.43.35:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:55786 -> 142.251.43.35:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:60307 -> 142.251.43.35:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:60307 -> 142.251.43.35:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:50562 -> 199.232.47.42:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:50562 -> 199.232.47.42:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:61833 -> 142.251.43.35:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:61833 -> 142.251.43.35:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:53832 -> 199.232.44.176:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:53832 -> 199.232.44.176:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:61354 -> 35.236.238.213:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:49669 -> 199.232.46.133:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:56072 -> 54.186.23.98:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:52866 -> 54.187.119.242:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:65513 -> 3.170.229.32:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:65513 -> 3.170.229.32:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:52942 -> 13.33.88.117:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:52942 -> 13.33.88.117:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:59420 -> 34.36.57.103:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:59420 -> 34.36.57.103:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:63521 -> 199.232.47.42:443
[2025-09-18 13:54:41] BLOCKED (Not YouTube): 192.168.43.197:63521 -> 199.232.47.42:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:65223 -> 104.18.32.47:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:65223 -> 104.18.32.47:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:53995 -> 107.178.242.165:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:53995 -> 107.178.242.165:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:59630 -> 13.35.202.88:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:57748 -> 142.251.43.35:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:57748 -> 142.251.43.35:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:59630 -> 13.35.202.88:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:51275 -> 104.18.32.47:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:51275 -> 104.18.32.47:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:50781 -> 13.35.202.88:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:50781 -> 13.35.202.88:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:50637 -> 34.36.57.103:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:50637 -> 34.36.57.103:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:61913 -> 13.33.88.13:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:61913 -> 13.33.88.13:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:53322 -> 18.155.68.47:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:53322 -> 18.155.68.47:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:51785 -> 199.232.46.133:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:64334 -> 34.54.194.141:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:64334 -> 34.54.194.141:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:51413 -> 172.64.146.98:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:51413 -> 172.64.146.98:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:61814 -> 172.64.146.98:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:61814 -> 172.64.146.98:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:63525 -> 199.232.44.176:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:63525 -> 199.232.44.176:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:63408 -> 34.36.57.103:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:63408 -> 34.36.57.103:443
[2025-09-18 13:54:42] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:42] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:42] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:42] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:42] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:42] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:42] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:42] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:42] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:42] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:42] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:42] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:42] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:42] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:42] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:42] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:42] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:42] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:65223 -> 104.18.32.47:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:51413 -> 172.64.146.98:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:58828 -> 142.250.205.4:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:55786 -> 142.251.43.35:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:52942 -> 13.33.88.117:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:51275 -> 104.18.32.47:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:50781 -> 13.35.202.88:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:64262 -> 18.97.36.55:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:54764 -> 142.250.205.5:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:57748 -> 142.251.43.35:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:63521 -> 199.232.47.42:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:56060 -> 142.250.205.5:443
[2025-09-18 13:54:42] BLOCKED (Response Not YouTube): 13.35.202.32:443 -> 192.168.43.197:57872
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:49669 -> 199.232.46.133:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:51785 -> 199.232.46.133:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:51567 -> 142.250.205.5:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:56780 -> 142.250.205.5:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:54124 -> 142.250.205.5:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:61814 -> 172.64.146.98:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:54497 -> 142.250.66.3:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:50820 -> 142.250.205.4:443
[2025-09-18 13:54:42] BLOCKED (Response Not YouTube): 142.250.205.5:443 -> 192.168.43.197:54764
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:61354 -> 35.236.238.213:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:55046 -> 23.62.212.88:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:56072 -> 54.186.23.98:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:64334 -> 34.54.194.141:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:61833 -> 142.251.43.35:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:55763 -> 13.35.202.31:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:57618 -> 142.251.221.99:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:58659 -> 3.111.241.224:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:63525 -> 199.232.44.176:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:52341 -> 142.250.205.4:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:62829 -> 142.250.66.3:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:52866 -> 54.187.119.242:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:53832 -> 199.232.44.176:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:65513 -> 3.170.229.32:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:59986 -> 13.35.202.88:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:60307 -> 142.251.43.35:443
[2025-09-18 13:54:42] BLOCKED (Not YouTube): 192.168.43.197:61913 -> 13.33.88.13:443
